nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
Instituto Lluís Vives,,,39.468227008068084,-0.37777718357748574,3,CTAV2628,CTAV,Centro educativo,false,https://arquitecturavalencia.es/img/comprimido/1601.jpg,https://guiactav.com/obra/2628,exterior_visible
Confederación Hidrográfica del Júcar,Miguel Colomina Barberá,,39.47633240440902,-0.3578661650768551,3,CTAV2228,CTAV,Edificio administrativo,false,https://arquitecturavalencia.es/img/comprimido/881.jpg,https://guiactav.com/obra/2228,exterior_visible
Edificio Gil Adán II,Joaquín Rieta Síster,,39.470581233344774,-0.37547994555576364,1,CTAV2293,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/999.jpg,https://guiactav.com/obra/2293,exterior_visible
Plaza del Ayuntamiento,Javier Goerlich Lleó,,39.46979232531544,-0.37635333624786327,3,CTAV2387,CTAV,Espacio público,false,https://arquitecturavalencia.es/img/comprimido/1142.jpg,https://guiactav.com/obra/2387,exterior_visible
Edificio Chapa,Antonio Martorell Trilles,,39.47271942880203,-0.37255260715664423,1,CTAV2476,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1387.jpg,https://guiactav.com/obra/2476,exterior_visible
Edificio Jerusalén,Salvador Donderis Tatay,,39.46462785246453,-0.3801590538861836,2,CTAV2383,CTAV,Espacio cultural,false,https://arquitecturavalencia.es/img/comprimido/1138.jpg,https://guiactav.com/obra/2383,exterior_visible
El Patriarca (Real Colegio del Corpus Christi),Guillem del Rey,,39.47255221900313,-0.373064357147349,3,CTAV2627,CTAV,Edificio religioso,false,https://arquitecturavalencia.es/img/comprimido/1597.jpg,https://guiactav.com/obra/2627,exterior_visible
Edificio Gómez-Trenor (Antiguo Edificio Banco Vitalicio de España),"Lluís Bonet i Garí, Javier Goerlich Lleó",,39.46917946184535,-0.37721792818934563,2,CTAV2379,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1134.jpg,https://guiactav.com/obra/2379,exterior_visible
Edificio Vicomán,"Vicente Valls Abad, Joaquín García Sanz",,39.47158260896869,-0.3745650225173858,3,CTAV2224,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/874.jpg,https://guiactav.com/obra/2224,exterior_visible
Edificio Gómez I,Francisco Mora Berenguer,,39.47327413762312,-0.3721836613066349,2,CTAV2475,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1386.jpg,https://guiactav.com/obra/2475,exterior_visible
Archivo Histórico Municipal (Palacio de Cervelló),,,39.47425232269167,-0.37035293468868913,2,CTAV2607,CTAV,Edificio administrativo,false,https://arquitecturavalencia.es/img/comprimido/1569.jpg,https://guiactav.com/obra/2607,exterior_visible
Facultad de Filosofía y Ciencias de la Educación (Antigua Facultad de Derecho),Fernando Moreno Barberá,,39.47663516714296,-0.36062667109130564,3,CTAV2248,CTAV,Centro educativo,false,https://arquitecturavalencia.es/img/comprimido/920.jpg,https://guiactav.com/obra/2248,exterior_visible
Instituto Sorolla,José Ramón Azpiazu Ordóñez,,39.4673893492119,-0.338466087939105,1,CTAV2216,CTAV,Centro educativo,false,https://arquitecturavalencia.es/img/comprimido/860.jpg,https://guiactav.com/obra/2216,exterior_visible
Edificio Josefa Sancho II,Joaquín Mª Arnau Miramón,,39.47331113454985,-0.37251685082924296,2,CTAV2484,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1395.jpg,https://guiactav.com/obra/2484,exterior_visible
Edificio Vicoman Rex (La Pirámide),GO.DB. Arquitectos asociados,,39.46881262828725,-0.37806815900964147,3,CTAV2215,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/859.jpg,https://guiactav.com/obra/2215,exterior_visible
Ateneo Mercantil,"Juan de Zavala y Lafora, José Mª Rivas Eulate, Fernando Arzadún Ibarrarán",,39.47081094216926,-0.3761103385578521,3,CTAV2359,CTAV,Espacio cultural,false,https://arquitecturavalencia.es/img/comprimido/1098.jpg,https://guiactav.com/obra/2359,exterior_visible
Palacio de los Marqueses de Montortal,,,39.47452575827124,-0.3701948677683084,2,CTAV2601,CTAV,Palacio,false,https://arquitecturavalencia.es/img/comprimido/1563.jpg,https://guiactav.com/obra/2601,exterior_visible
Iglesia de San Juan de la Cruz,"Alonso Orts, Luis Domingo",,39.47205233195872,-0.37456953085504247,2,CTAV2619,CTAV,Edificio religioso,false,https://arquitecturavalencia.es/img/comprimido/1587.jpg,https://guiactav.com/obra/2619,exterior_visible
