nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
"Iglesia de los Dominicos","Joaquín Mª Arnau Miramón / Francisco Almenar Quinzá",,39.468025349930365,-0.3692038344981513,3,2467,,Edificio religioso,true,https://arquitecturavalencia.es/img/comprimido/1376.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Polideportivo Juan Antonio Samaranch y Parroquia Mártires Valencianos (Antigua Fábrica S.A. Cros)","Sin arquitecto",,39.45557987342819,-0.3435519713985635,3,2443,,Instalación deportiva,true,https://arquitecturavalencia.es/img/comprimido/1337.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Mifsud","Joaquín García Sanz",,39.46621896373697,-0.37149514922465304,3,2254,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/933.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Illueca II","Luis Albert Ballesteros",,39.465032391159816,-0.3726894012283846,3,2275,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/970.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Mercado de Colón","Francisco Mora Berenguer",,39.46895273682901,-0.368361374409161,3,2425,,Mercado,true,https://arquitecturavalencia.es/img/comprimido/1309.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Plaza de América","GO.DB. Arquitectos asociados",,39.470373272630084,-0.36554774666141376,3,2210,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/848.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Bacharach","Luis Gutiérrez Soto",,39.46820383674218,-0.36978641585036337,3,2272,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/961.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Coll","Lorenzo Criado Oltra",,39.468751621356894,-0.36918012425733987,3,2392,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1151.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Centro de Investigación Príncipe Felipe","Ramón Esteve Cambra",,39.452742400280655,-0.3443837656990748,3,2120,,Oficina,true,https://arquitecturavalencia.es/img/comprimido/665.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Cuarteles de San Juan de la Ribera","Sin arquitecto",,39.4715023000957,-0.361975645276309,3,2543,,Comisaría de policía cuartel,true,https://arquitecturavalencia.es/img/comprimido/1478.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
